before_id,after_id,iou,before_h_m,after_h_m,delta_m,class,area_m2,reason
255,255,1.0,19.89,19.89,0.0,INCONCLUSIVE,162.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.0 m here) -- damage cannot be ruled out at this precision"
253,253,1.0,13.59,13.59,0.0,INCONCLUSIVE,162.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
252,252,1.0,12.97,12.97,0.0,INCONCLUSIVE,164.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
251,251,1.0,7.38,7.38,0.0,INCONCLUSIVE,164.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
250,250,1.0,13.89,13.89,0.0,INCONCLUSIVE,166.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
249,249,1.0,7.44,7.44,0.0,INCONCLUSIVE,166.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
245,245,1.0,19.33,19.33,0.0,INCONCLUSIVE,171.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.8 m here) -- damage cannot be ruled out at this precision"
244,244,1.0,10.87,10.87,0.0,INCONCLUSIVE,171.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.7 m here) -- damage cannot be ruled out at this precision"
243,243,1.0,7.34,7.34,0.0,INCONCLUSIVE,173.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
242,242,1.0,18.4,18.4,0.0,INCONCLUSIVE,173.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.6 m here) -- damage cannot be ruled out at this precision"
241,241,1.0,18.81,18.81,0.0,INCONCLUSIVE,174.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.7 m here) -- damage cannot be ruled out at this precision"
240,240,1.0,5.76,5.76,0.0,INCONCLUSIVE,175.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
239,239,1.0,6.8,6.8,0.0,INCONCLUSIVE,175.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
238,238,1.0,8.22,8.22,0.0,INCONCLUSIVE,175.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
237,237,1.0,14.24,14.24,0.0,INCONCLUSIVE,176.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
236,236,1.0,6.81,6.81,0.0,INCONCLUSIVE,177.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
235,235,1.0,6.13,6.13,0.0,INCONCLUSIVE,177.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.5 m here) -- damage cannot be ruled out at this precision"
234,234,1.0,4.74,4.74,0.0,INCONCLUSIVE,178.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
233,233,1.0,19.66,19.66,0.0,INCONCLUSIVE,178.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
232,232,1.0,18.51,18.51,0.0,INCONCLUSIVE,178.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.6 m here) -- damage cannot be ruled out at this precision"
231,231,1.0,8.73,8.73,0.0,INCONCLUSIVE,181.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.2 m here) -- damage cannot be ruled out at this precision"
230,230,1.0,4.18,4.18,0.0,INCONCLUSIVE,181.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.0 m here) -- damage cannot be ruled out at this precision"
229,229,1.0,19.08,19.08,0.0,INCONCLUSIVE,185.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.8 m here) -- damage cannot be ruled out at this precision"
228,228,1.0,8.58,8.58,0.0,INCONCLUSIVE,187.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
227,227,1.0,11.62,11.62,0.0,INCONCLUSIVE,188.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
226,226,1.0,11.65,11.65,0.0,INCONCLUSIVE,189.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
224,224,1.0,6.8,6.8,0.0,INCONCLUSIVE,189.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
223,223,1.0,6.89,6.89,0.0,INCONCLUSIVE,191.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
222,222,1.0,11.9,11.9,0.0,INCONCLUSIVE,191.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
221,221,1.0,12.08,12.08,0.0,INCONCLUSIVE,191.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
220,220,1.0,13.27,13.27,0.0,INCONCLUSIVE,192.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
219,219,1.0,6.41,6.41,0.0,INCONCLUSIVE,193.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.6 m here) -- damage cannot be ruled out at this precision"
218,218,1.0,13.75,13.75,0.0,INCONCLUSIVE,194.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
217,217,1.0,14.26,14.26,0.0,INCONCLUSIVE,194.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
216,216,1.0,11.78,11.78,0.0,INCONCLUSIVE,195.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
214,214,1.0,12.13,12.13,0.0,INCONCLUSIVE,197.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
213,213,1.0,11.67,11.67,0.0,INCONCLUSIVE,197.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
212,212,1.0,23.81,23.81,0.0,INCONCLUSIVE,198.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.0 m here) -- damage cannot be ruled out at this precision"
211,211,1.0,20.27,20.27,0.0,INCONCLUSIVE,202.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.1 m here) -- damage cannot be ruled out at this precision"
210,210,1.0,11.18,11.18,0.0,INCONCLUSIVE,202.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.8 m here) -- damage cannot be ruled out at this precision"
209,209,1.0,12.29,12.29,0.0,INCONCLUSIVE,203.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
207,207,1.0,12.63,12.63,0.0,INCONCLUSIVE,206.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
206,206,1.0,11.67,11.67,0.0,INCONCLUSIVE,206.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
204,204,1.0,7.36,7.36,0.0,INCONCLUSIVE,207.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
203,203,1.0,3.81,3.81,0.0,INCONCLUSIVE,209.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.0 m here) -- damage cannot be ruled out at this precision"
202,202,1.0,13.45,13.45,0.0,INCONCLUSIVE,209.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
201,201,1.0,11.79,11.79,0.0,INCONCLUSIVE,210.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
198,198,1.0,11.72,11.72,0.0,INCONCLUSIVE,215.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
197,197,1.0,14.6,14.6,0.0,INCONCLUSIVE,215.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
196,196,1.0,10.76,10.76,0.0,INCONCLUSIVE,216.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.7 m here) -- damage cannot be ruled out at this precision"
195,195,1.0,13.59,13.59,0.0,INCONCLUSIVE,216.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
194,194,1.0,10.98,10.98,0.0,INCONCLUSIVE,217.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.7 m here) -- damage cannot be ruled out at this precision"
192,192,1.0,11.63,11.63,0.0,INCONCLUSIVE,218.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
191,191,1.0,11.94,11.94,0.0,INCONCLUSIVE,218.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
190,190,1.0,12.17,12.17,0.0,INCONCLUSIVE,218.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
187,187,1.0,21.81,21.81,0.0,INCONCLUSIVE,219.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.5 m here) -- damage cannot be ruled out at this precision"
186,186,1.0,12.22,12.22,0.0,INCONCLUSIVE,219.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
185,185,1.0,11.67,11.67,0.0,INCONCLUSIVE,220.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
183,183,1.0,11.69,11.69,0.0,INCONCLUSIVE,221.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
182,182,1.0,12.36,12.36,0.0,INCONCLUSIVE,223.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
180,180,1.0,13.15,13.15,0.0,INCONCLUSIVE,229.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
179,179,1.0,12.34,12.34,0.0,INCONCLUSIVE,230.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
178,178,1.0,11.41,11.41,0.0,INCONCLUSIVE,234.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
177,177,1.0,12.96,12.96,0.0,INCONCLUSIVE,235.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
176,176,1.0,13.47,13.47,0.0,INCONCLUSIVE,236.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
